Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Symbols,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN,TSLA,AAPL,RELIANCE.NS,TCS.NS,AMZN
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-01-13,,0.10672391206026077,,,,,0.13616099953651428,,,,,0.1367190033197403,,,,,0.13616099953651428,,,,,0.1367190033197403,,,,,23049600.0,,,
1981-01-14,,0.10716138035058975,,,,,0.1367190033197403,,,,,0.1372770071029663,,,,,0.1367190033197403,,,,,0.1367190033197403,,,,,14291200.0,,,
1981-01-15,,0.1093481257557869,,,,,0.13950900733470917,,,,,0.140625,,,,,0.13950900733470917,,,,,0.13950900733470917,,,,,14067200.0,,,
1981-01-16,,0.10847339034080505,,,,,0.13839299976825714,,,,,0.13895100355148315,,,,,0.13839299976825714,,,,,0.13895100355148315,,,,,13395200.0,,,
1981-01-19,,0.11503387242555618,,,,,0.14676299691200256,,,,,0.14732100069522858,,,,,0.14676299691200256,,,,,0.14676299691200256,,,,,41574400.0,,,
1981-01-20,,0.11153494566679001,,,,,0.14229899644851685,,,,,0.14285700023174286,,,,,0.14229899644851685,,,,,0.14285700023174286,,,,,30083200.0,,,
1981-01-21,,0.11372176557779312,,,,,0.14508900046348572,,,,,0.14620499312877655,,,,,0.14508900046348572,,,,,0.14508900046348572,,,,,15904000.0,,,
1981-01-22,,0.11503387242555618,,,,,0.14676299691200256,,,,,0.1478790044784546,,,,,0.14676299691200256,,,,,0.14676299691200256,,,,,35548800.0,,,
1981-01-23,,0.11459650844335556,,,,,0.14620499312877655,,,,,0.14732100069522858,,,,,0.14620499312877655,,,,,0.14676299691200256,,,,,11222400.0,,,
1981-01-26,,0.11284705251455307,,,,,0.1439729928970337,,,,,0.1445309966802597,,,,,0.1439729928970337,,,,,0.1445309966802597,,,,,24640000.0,,,
1981-01-27,,0.11197233945131302,,,,,0.14285700023174286,,,,,0.1439729928970337,,,,,0.14285700023174286,,,,,0.1439729928970337,,,,,23699200.0,,,
1981-01-28,,0.10847339034080505,,,,,0.13839299976825714,,,,,0.13895100355148315,,,,,0.13839299976825714,,,,,0.13895100355148315,,,,,28156800.0,,,
1981-01-29,,0.10453711450099945,,,,,0.1333709955215454,,,,,0.13392899930477142,,,,,0.1333709955215454,,,,,0.13392899930477142,,,,,43904000.0,,,
1981-01-30,,0.09885057806968689,,,,,0.12611599266529083,,,,,0.12723200023174286,,,,,0.12611599266529083,,,,,0.12723200023174286,,,,,46188800.0,,,
1981-02-02,,0.09316488355398178,,,,,0.11886200308799744,,,,,0.11941999942064285,,,,,0.11886200308799744,,,,,0.11941999942064285,,,,,23766400.0,,,
1981-02-03,,0.09666380286216736,,,,,0.12332600355148315,,,,,0.12388399988412857,,,,,0.12332600355148315,,,,,0.12332600355148315,,,,,19152000.0,,,
1981-02-04,,0.10016270726919174,,,,,0.12779000401496887,,,,,0.1283479928970337,,,,,0.12779000401496887,,,,,0.12779000401496887,,,,,27865600.0,,,
1981-02-05,,0.10016270726919174,,,,,0.12779000401496887,,,,,0.1289059966802597,,,,,0.12779000401496887,,,,,0.12779000401496887,,,,,7929600.0,,,
1981-02-06,,0.10060005635023117,,,,,0.1283479928970337,,,,,0.1289059966802597,,,,,0.1283479928970337,,,,,0.1283479928970337,,,,,13865600.0,,,
1981-02-09,,0.0953516736626625,,,,,0.12165199965238571,,,,,0.12276799976825714,,,,,0.12165199965238571,,,,,0.12276799976825714,,,,,16755200.0,,,
1981-02-10,,0.0953516736626625,,,,,0.12165199965238571,,,,,0.12221000343561172,,,,,0.12165199965238571,,,,,0.12165199965238571,,,,,18345600.0,,,
1981-02-11,,0.09229014813899994,,,,,0.11774600297212601,,,,,0.11830399930477142,,,,,0.11774600297212601,,,,,0.11830399930477142,,,,,13843200.0,,,
1981-02-12,,0.09141462296247482,,,,,0.11662899702787399,,,,,0.1171879991889,,,,,0.11662899702787399,,,,,0.1171879991889,,,,,14560000.0,,,
1981-02-13,,0.0892278179526329,,,,,0.11383900046348572,,,,,0.11495500057935715,,,,,0.11383900046348572,,,,,0.11495500057935715,,,,,11155200.0,,,
1981-02-17,,0.09141462296247482,,,,,0.11662899702787399,,,,,0.1171879991889,,,,,0.11662899702787399,,,,,0.11662899702787399,,,,,12275200.0,,,
1981-02-18,,0.0953516736626625,,,,,0.12165199965238571,,,,,0.12276799976825714,,,,,0.12165199965238571,,,,,0.12165199965238571,,,,,19241600.0,,,
1981-02-19,,0.08966517448425293,,,,,0.11439699679613113,,,,,0.11495500057935715,,,,,0.11439699679613113,,,,,0.11495500057935715,,,,,22310400.0,,,
1981-02-20,,0.08485418558120728,,,,,0.10825899988412857,,,,,0.10881700366735458,,,,,0.10825899988412857,,,,,0.10881700366735458,,,,,24371200.0,,,
1981-02-23,,0.08616624772548676,,,,,0.10993299633264542,,,,,0.11049100011587143,,,,,0.10993299633264542,,,,,0.10993299633264542,,,,,14112000.0,,,
1981-02-24,,0.0831046998500824,,,,,0.10602699965238571,,,,,0.10714299976825714,,,,,0.10602699965238571,,,,,0.10714299976825714,,,,,16979200.0,,,
1981-02-25,,0.08835309743881226,,,,,0.11272300034761429,,,,,0.1132809966802597,,,,,0.11272300034761429,,,,,0.11272300034761429,,,,,19488000.0,,,
1981-02-26,,0.08966517448425293,,,,,0.11439699679613113,,,,,0.11495500057935715,,,,,0.11439699679613113,,,,,0.11439699679613113,,,,,10841600.0,,,
1981-02-27,,0.09272752702236176,,,,,0.11830399930477142,,,,,0.11941999942064285,,,,,0.11830399930477142,,,,,0.11830399930477142,,,,,14761600.0,,,
1981-03-02,,0.09316488355398178,,,,,0.11886200308799744,,,,,0.11941999942064285,,,,,0.11886200308799744,,,,,0.11886200308799744,,,,,11760000.0,,,
1981-03-03,,0.0918528139591217,,,,,0.1171879991889,,,,,0.11774600297212601,,,,,0.1171879991889,,,,,0.11774600297212601,,,,,16172800.0,,,
1981-03-04,,0.0909772664308548,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,13708800.0,,,
1981-03-05,,0.09053988754749298,,,,,0.11551299691200256,,,,,0.11607100069522858,,,,,0.11551299691200256,,,,,0.11607100069522858,,,,,5376000.0,,,
1981-03-06,,0.08966517448425293,,,,,0.11439699679613113,,,,,0.11551299691200256,,,,,0.11439699679613113,,,,,0.11551299691200256,,,,,11603200.0,,,
1981-03-09,,0.08266734331846237,,,,,0.1054690033197403,,,,,0.10602699965238571,,,,,0.1054690033197403,,,,,0.10602699965238571,,,,,15321600.0,,,
1981-03-10,,0.07873028516769409,,,,,0.10044600069522858,,,,,0.10100399702787399,,,,,0.10044600069522858,,,,,0.10100399702787399,,,,,28380800.0,,,
1981-03-11,,0.07566873729228973,,,,,0.09653999656438828,,,,,0.0976559966802597,,,,,0.09653999656438828,,,,,0.0976559966802597,,,,,29859200.0,,,
1981-03-12,,0.07873028516769409,,,,,0.10044600069522858,,,,,0.10100399702787399,,,,,0.10044600069522858,,,,,0.10044600069522858,,,,,59248000.0,,,
1981-03-13,,0.07785553485155106,,,,,0.09933000057935715,,,,,0.09988799691200256,,,,,0.09933000057935715,,,,,0.09988799691200256,,,,,231302400.0,,,
1981-03-16,,0.08091787248849869,,,,,0.10323700308799744,,,,,0.10435300320386887,,,,,0.10323700308799744,,,,,0.10323700308799744,,,,,37228800.0,,,
1981-03-17,,0.08485418558120728,,,,,0.10825899988412857,,,,,0.109375,,,,,0.10825899988412857,,,,,0.10825899988412857,,,,,43747200.0,,,
1981-03-18,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11607100069522858,,,,,0.11495500057935715,,,,,0.11495500057935715,,,,,36937600.0,,,
1981-03-19,,0.0892278179526329,,,,,0.11383900046348572,,,,,0.11439699679613113,,,,,0.11383900046348572,,,,,0.11439699679613113,,,,,37811200.0,,,
1981-03-20,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11607100069522858,,,,,0.11495500057935715,,,,,0.11495500057935715,,,,,14604800.0,,,
1981-03-23,,0.09360222518444061,,,,,0.11941999942064285,,,,,0.12053599953651428,,,,,0.11941999942064285,,,,,0.11941999942064285,,,,,22019200.0,,,
1981-03-24,,0.09316488355398178,,,,,0.11886200308799744,,,,,0.11941999942064285,,,,,0.11886200308799744,,,,,0.11941999942064285,,,,,28156800.0,,,
1981-03-25,,0.09141462296247482,,,,,0.11662899702787399,,,,,0.11774600297212601,,,,,0.11662899702787399,,,,,0.11774600297212601,,,,,7056000.0,,,
1981-03-26,,0.08966517448425293,,,,,0.11439699679613113,,,,,0.11495500057935715,,,,,0.11439699679613113,,,,,0.11495500057935715,,,,,12275200.0,,,
1981-03-27,,0.08660361915826797,,,,,0.11049100011587143,,,,,0.11104899644851685,,,,,0.11049100011587143,,,,,0.11104899644851685,,,,,12252800.0,,,
1981-03-30,,0.08660361915826797,,,,,0.11049100011587143,,,,,0.11160700023174286,,,,,0.11049100011587143,,,,,0.11049100011587143,,,,,9900800.0,,,
1981-03-31,,0.08572887629270554,,,,,0.109375,,,,,0.11049100011587143,,,,,0.109375,,,,,0.11049100011587143,,,,,15993600.0,,,
1981-04-01,,0.08485418558120728,,,,,0.10825899988412857,,,,,0.10881700366735458,,,,,0.10825899988412857,,,,,0.10881700366735458,,,,,34070400.0,,,
1981-04-02,,0.09229014813899994,,,,,0.11774600297212601,,,,,0.11830399930477142,,,,,0.11774600297212601,,,,,0.11774600297212601,,,,,31404800.0,,,
1981-04-03,,0.09272752702236176,,,,,0.11830399930477142,,,,,0.11886200308799744,,,,,0.11830399930477142,,,,,0.11830399930477142,,,,,16486400.0,,,
1981-04-06,,0.0909772664308548,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,22803200.0,,,
1981-04-07,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,10684800.0,,,
1981-04-08,,0.09447698295116425,,,,,0.12053599953651428,,,,,0.12165199965238571,,,,,0.12053599953651428,,,,,0.12053599953651428,,,,,21952000.0,,,
1981-04-09,,0.09622643142938614,,,,,0.12276799976825714,,,,,0.12332600355148315,,,,,0.12276799976825714,,,,,0.12276799976825714,,,,,12499200.0,,,
1981-04-10,,0.097538523375988,,,,,0.12444200366735458,,,,,0.125,,,,,0.12444200366735458,,,,,0.12444200366735458,,,,,33465600.0,,,
1981-04-13,,0.097538523375988,,,,,0.12444200366735458,,,,,0.125,,,,,0.12444200366735458,,,,,0.12444200366735458,,,,,16060800.0,,,
1981-04-14,,0.097538523375988,,,,,0.12444200366735458,,,,,0.125,,,,,0.12444200366735458,,,,,0.12444200366735458,,,,,6652800.0,,,
1981-04-15,,0.09272752702236176,,,,,0.11830399930477142,,,,,0.11886200308799744,,,,,0.11830399930477142,,,,,0.11886200308799744,,,,,34048000.0,,,
1981-04-16,,0.08747834712266922,,,,,0.11160700023174286,,,,,0.11216499656438828,,,,,0.11160700023174286,,,,,0.11216499656438828,,,,,23878400.0,,,
1981-04-20,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,0.11495500057935715,,,,,0.11495500057935715,,,,,35347200.0,,,
1981-04-21,,0.09622643142938614,,,,,0.12276799976825714,,,,,0.12332600355148315,,,,,0.12276799976825714,,,,,0.12276799976825714,,,,,28537600.0,,,
1981-04-22,,0.09972531348466873,,,,,0.12723200023174286,,,,,0.12779000401496887,,,,,0.12723200023174286,,,,,0.12723200023174286,,,,,18995200.0,,,
1981-04-23,,0.10234951227903366,,,,,0.13057999312877655,,,,,0.13113799691200256,,,,,0.13057999312877655,,,,,0.13057999312877655,,,,,58016000.0,,,
1981-04-24,,0.1014748066663742,,,,,0.12946400046348572,,,,,0.13057999312877655,,,,,0.12946400046348572,,,,,0.13057999312877655,,,,,35056000.0,,,
1981-04-27,,0.10060005635023117,,,,,0.1283479928970337,,,,,0.1289059966802597,,,,,0.1283479928970337,,,,,0.1289059966802597,,,,,38528000.0,,,
1981-04-28,,0.09885057806968689,,,,,0.12611599266529083,,,,,0.12667399644851685,,,,,0.12611599266529083,,,,,0.12667399644851685,,,,,32188800.0,,,
1981-04-29,,0.097538523375988,,,,,0.12444200366735458,,,,,0.125,,,,,0.12444200366735458,,,,,0.125,,,,,13641600.0,,,
1981-04-30,,0.09928800165653229,,,,,0.12667399644851685,,,,,0.12779000401496887,,,,,0.12667399644851685,,,,,0.12667399644851685,,,,,12611200.0,,,
1981-05-01,,0.09928800165653229,,,,,0.12667399644851685,,,,,0.12779000401496887,,,,,0.12667399644851685,,,,,0.12667399644851685,,,,,16553600.0,,,
1981-05-04,,0.09885057806968689,,,,,0.12611599266529083,,,,,0.12667399644851685,,,,,0.12611599266529083,,,,,0.12667399644851685,,,,,14448000.0,,,
1981-05-05,,0.09841322153806686,,,,,0.125558003783226,,,,,0.12611599266529083,,,,,0.125558003783226,,,,,0.12611599266529083,,,,,17539200.0,,,
1981-05-06,,0.09578906744718552,,,,,0.12221000343561172,,,,,0.12276799976825714,,,,,0.12221000343561172,,,,,0.12276799976825714,,,,,18950400.0,,,
1981-05-07,,0.097101129591465,,,,,0.12388399988412857,,,,,0.12444200366735458,,,,,0.12388399988412857,,,,,0.12388399988412857,,,,,9363200.0,,,
1981-05-08,,0.09797588735818863,,,,,0.125,,,,,0.125558003783226,,,,,0.125,,,,,0.125,,,,,7907200.0,,,
1981-05-11,,0.09578906744718552,,,,,0.12221000343561172,,,,,0.12276799976825714,,,,,0.12221000343561172,,,,,0.12276799976825714,,,,,11939200.0,,,
1981-05-12,,0.09578906744718552,,,,,0.12221000343561172,,,,,0.12388399988412857,,,,,0.12221000343561172,,,,,0.12221000343561172,,,,,4256000.0,,,
1981-05-13,,0.0953516736626625,,,,,0.12165199965238571,,,,,0.12332600355148315,,,,,0.12165199965238571,,,,,0.12221000343561172,,,,,4905600.0,,,
1981-05-14,,0.09403958916664124,,,,,0.11997800320386887,,,,,0.1210940033197403,,,,,0.11997800320386887,,,,,0.1210940033197403,,,,,4928000.0,,,
1981-05-15,,0.09622643142938614,,,,,0.12276799976825714,,,,,0.12444200366735458,,,,,0.12276799976825714,,,,,0.12276799976825714,,,,,4905600.0,,,
1981-05-18,,0.09797588735818863,,,,,0.125,,,,,0.12611599266529083,,,,,0.125,,,,,0.125,,,,,4166400.0,,,
1981-05-19,,0.09622643142938614,,,,,0.12276799976825714,,,,,0.12332600355148315,,,,,0.12276799976825714,,,,,0.12332600355148315,,,,,25424000.0,,,
1981-05-20,,0.09928800165653229,,,,,0.12667399644851685,,,,,0.12779000401496887,,,,,0.12667399644851685,,,,,0.12667399644851685,,,,,13283200.0,,,
1981-05-21,,0.10497450828552246,,,,,0.13392899930477142,,,,,0.13448700308799744,,,,,0.13392899930477142,,,,,0.13392899930477142,,,,,32211200.0,,,
1981-05-22,,0.10978549718856812,,,,,0.140066996216774,,,,,0.141183003783226,,,,,0.140066996216774,,,,,0.140066996216774,,,,,31427200.0,,,
1981-05-26,,0.1093481257557869,,,,,0.13950900733470917,,,,,0.140066996216774,,,,,0.13950900733470917,,,,,0.140066996216774,,,,,85344000.0,,,
1981-05-27,,0.11547122895717621,,,,,0.14732100069522858,,,,,0.1478790044784546,,,,,0.14732100069522858,,,,,0.14732100069522858,,,,,149497600.0,,,
1981-05-28,,0.11547122895717621,,,,,0.14732100069522858,,,,,0.1478790044784546,,,,,0.14732100069522858,,,,,0.14732100069522858,,,,,73987200.0,,,
1981-05-29,,0.11590859293937683,,,,,0.1478790044784546,,,,,0.1484380066394806,,,,,0.1478790044784546,,,,,0.1478790044784546,,,,,59382400.0,,,
1981-06-01,,0.11590859293937683,,,,,0.1478790044784546,,,,,0.1484380066394806,,,,,0.1478790044784546,,,,,0.1478790044784546,,,,,51251200.0,,,
1981-06-02,,0.11022285372018814,,,,,0.140625,,,,,0.141183003783226,,,,,0.140625,,,,,0.141183003783226,,,,,40432000.0,,,
1981-06-03,,0.11022285372018814,,,,,0.140625,,,,,0.14174099266529083,,,,,0.140625,,,,,0.140625,,,,,39446400.0,,,
1981-06-04,,0.11240965127944946,,,,,0.14341500401496887,,,,,0.1439729928970337,,,,,0.14341500401496887,,,,,0.14341500401496887,,,,,56067200.0,,,
1981-06-05,,0.11066026985645294,,,,,0.141183003783226,,,,,0.14174099266529083,,,,,0.141183003783226,,,,,0.14174099266529083,,,,,57680000.0,,,
1981-06-08,,0.10672391206026077,,,,,0.13616099953651428,,,,,0.1367190033197403,,,,,0.13616099953651428,,,,,0.1367190033197403,,,,,93497600.0,,,
1981-06-09,,0.10891076922416687,,,,,0.13895100355148315,,,,,0.13950900733470917,,,,,0.13895100355148315,,,,,0.13895100355148315,,,,,119593600.0,,,
1981-06-10,,0.11022285372018814,,,,,0.140625,,,,,0.14229899644851685,,,,,0.140625,,,,,0.140625,,,,,25222400.0,,,
1981-06-11,,0.11503387242555618,,,,,0.14676299691200256,,,,,0.14732100069522858,,,,,0.14676299691200256,,,,,0.14676299691200256,,,,,38976000.0,,,
1981-06-12,,0.11372176557779312,,,,,0.14508900046348572,,,,,0.14564700424671173,,,,,0.14508900046348572,,,,,0.14564700424671173,,,,,25804800.0,,,
1981-06-15,,0.11328441649675369,,,,,0.1445309966802597,,,,,0.14508900046348572,,,,,0.1445309966802597,,,,,0.14508900046348572,,,,,143763200.0,,,
1981-06-16,,0.11109761148691177,,,,,0.14174099266529083,,,,,0.14229899644851685,,,,,0.14174099266529083,,,,,0.14229899644851685,,,,,37251200.0,,,
1981-06-17,,0.1093481257557869,,,,,0.13950900733470917,,,,,0.140066996216774,,,,,0.13950900733470917,,,,,0.140066996216774,,,,,27574400.0,,,
1981-06-18,,0.10891076922416687,,,,,0.13895100355148315,,,,,0.140066996216774,,,,,0.13895100355148315,,,,,0.13950900733470917,,,,,23049600.0,,,
1981-06-19,,0.10584922134876251,,,,,0.13504500687122345,,,,,0.13560299575328827,,,,,0.13504500687122345,,,,,0.13560299575328827,,,,,27507200.0,,,
1981-06-22,,0.10191214829683304,,,,,0.13002200424671173,,,,,0.13057999312877655,,,,,0.13002200424671173,,,,,0.13057999312877655,,,,,10841600.0,,,
1981-06-23,,0.10366161167621613,,,,,0.1322540044784546,,,,,0.1333709955215454,,,,,0.1322540044784546,,,,,0.1322540044784546,,,,,15030400.0,,,
1981-06-24,,0.10103745013475418,,,,,0.1289059966802597,,,,,0.13002200424671173,,,,,0.1289059966802597,,,,,0.13002200424671173,,,,,23027200.0,,,
1981-06-25,,0.10322427749633789,,,,,0.13169600069522858,,,,,0.1322540044784546,,,,,0.13169600069522858,,,,,0.13169600069522858,,,,,24259200.0,,,
1981-06-26,,0.10191214829683304,,,,,0.13002200424671173,,,,,0.13113799691200256,,,,,0.13002200424671173,,,,,0.13113799691200256,,,,,23788800.0,,,
1981-06-29,,0.09841322153806686,,,,,0.125558003783226,,,,,0.12667399644851685,,,,,0.125558003783226,,,,,0.12667399644851685,,,,,10595200.0,,,
1981-06-30,,0.0909772664308548,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,0.11607100069522858,,,,,0.11662899702787399,,,,,35907200.0,,,
1981-07-01,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,170464000.0,,,
1981-07-02,,0.09010255336761475,,,,,0.11495500057935715,,,,,0.11551299691200256,,,,,0.11495500057935715,,,,,0.11495500057935715,,,,,30284800.0,,,
1981-07-06,,0.087040975689888,,,,,0.11104899644851685,,,,,0.11216499656438828,,,,,0.11104899644851685,,,,,0.11216499656438828,,,,,16531200.0,,,
1981-07-07,,0.08791570365428925,,,,,0.11216499656438828,,,,,0.1132809966802597,,,,,0.11216499656438828,,,,,0.11216499656438828,,,,,15836800.0,,,
1981-07-08,,0.09141462296247482,,,,,0.11662899702787399,,,,,0.1171879991889,,,,,0.11662899702787399,,,,,0.11662899702787399,,,,,16620800.0,,,
1981-07-09,,0.08441681414842606,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,32883200.0,,,
1981-07-10,,0.07785553485155106,,,,,0.09933000057935715,,,,,0.09988799691200256,,,,,0.09933000057935715,,,,,0.09988799691200256,,,,,55171200.0,,,
1981-07-13,,0.07960579544305801,,,,,0.1015629991889,,,,,0.10212100297212601,,,,,0.1015629991889,,,,,0.1015629991889,,,,,45740800.0,,,
1981-07-14,,0.0831046998500824,,,,,0.10602699965238571,,,,,0.10714299976825714,,,,,0.10602699965238571,,,,,0.10602699965238571,,,,,19779200.0,,,
1981-07-15,,0.0852915346622467,,,,,0.10881700366735458,,,,,0.109375,,,,,0.10881700366735458,,,,,0.10881700366735458,,,,,10953600.0,,,
1981-07-16,,0.08747834712266922,,,,,0.11160700023174286,,,,,0.11272300034761429,,,,,0.11160700023174286,,,,,0.11160700023174286,,,,,15232000.0,,,
1981-07-17,,0.09053988754749298,,,,,0.11551299691200256,,,,,0.11607100069522858,,,,,0.11551299691200256,,,,,0.11551299691200256,,,,,19824000.0,,,
1981-07-20,,0.08441681414842606,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,23654400.0,,,
1981-07-21,,0.08397945016622543,,,,,0.10714299976825714,,,,,0.10770100355148315,,,,,0.10714299976825714,,,,,0.10770100355148315,,,,,31942400.0,,,
1981-07-22,,0.0791676715016365,,,,,0.10100399702787399,,,,,0.10212100297212601,,,,,0.10100399702787399,,,,,0.10212100297212601,,,,,22668800.0,,,
1981-07-23,,0.08135524392127991,,,,,0.10379499942064285,,,,,0.10435300320386887,,,,,0.10379499942064285,,,,,0.10379499942064285,,,,,34451200.0,,,
1981-07-24,,0.08397945016622543,,,,,0.10714299976825714,,,,,0.10770100355148315,,,,,0.10714299976825714,,,,,0.10714299976825714,,,,,28851200.0,,,
1981-07-27,,0.08747834712266922,,,,,0.11160700023174286,,,,,0.11216499656438828,,,,,0.11160700023174286,,,,,0.11160700023174286,,,,,17337600.0,,,
1981-07-28,,0.08441681414842606,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,0.10770100355148315,,,,,0.10825899988412857,,,,,22848000.0,,,
1981-07-29,,0.0831046998500824,,,,,0.10602699965238571,,,,,0.10658500343561172,,,,,0.10602699965238571,,,,,0.10658500343561172,,,,,15500800.0,,,
1981-07-30,,0.08616624772548676,,,,,0.10993299633264542,,,,,0.11104899644851685,,,,,0.10993299633264542,,,,,0.10993299633264542,,,,,9900800.0,,,
1981-07-31,,0.08747834712266922,,,,,0.11160700023174286,,,,,0.11216499656438828,,,,,0.11160700023174286,,,,,0.11160700023174286,,,,,10953600.0,,,
1981-08-03,,0.08660361915826797,,,,,0.11049100011587143,,,,,0.11160700023174286,,,,,0.11049100011587143,,,,,0.11160700023174286,,,,,12432000.0,,,
1981-08-04,,0.08791570365428925,,,,,0.11216499656438828,,,,,0.11272300034761429,,,,,0.11216499656438828,,,,,0.11216499656438828,,,,,31673600.0,,,
1981-08-05,,0.09053988754749298,,,,,0.11551299691200256,,,,,0.11607100069522858,,,,,0.11551299691200256,,,,,0.11551299691200256,,,,,17494400.0,,,
1981-08-06,,0.08835309743881226,,,,,0.11272300034761429,,,,,0.1132809966802597,,,,,0.11272300034761429,,,,,0.1132809966802597,,,,,10528000.0,,,
